food_name,energy_kcal ,fat_g,saturates_g,carbohydrate_g,sugars_g,starch_g,fibre_g,protein_g,salt_g
"Beef, stewing steak, stewed, lean and fat",203,9.6,3.70,0.0,0.0,0.0,0.0,29.2,0.13
"Beef, stir-fried with green peppers, homemade",146,8.0,2.67,5.7,3.7,2.0,0.8,11.8,0.53
"Beef, topside, microwaved, lean",181,4.6,1.90,0.0,0.0,0.0,0.0,35.0,0.15
"Beef, topside, microwaved, lean and fat",228,11.1,4.70,0.0,0.0,0.0,0.0,32.1,0.14
"Beef, topside, raw, lean",116,2.7,1.10,0.0,0.0,0.0,0.0,23.0,0.19
"Beef, topside, raw, lean and fat",198,12.9,5.40,0.0,0.0,0.0,0.0,20.4,0.17
"Beef, topside, roasted medium-rare, lean",175,5.1,2.10,0.0,0.0,0.0,0.0,32.2,0.17
"Beef, topside, roasted medium-rare, lean and fat",222,11.4,4.80,0.0,0.0,0.0,0.0,29.9,0.16
"Beef, topside, roasted well-done, lean",201,6.3,2.60,0.0,0.0,0.0,0.0,36.2,0.16
"Beef, topside, roasted well-done, lean and fat",244,12.5,5.20,0.0,0.0,0.0,0.0,32.8,0.14
"Beer, bitter, average (<4% ABV)",30,0.0,0.00,2.1,2.1,0.0,0.0,0.3,0.02
"Beer, bitter, best, premium",33,0.0,0.00,2.1,2.1,0.0,0.0,0.3,0.02
"Beer, bitter, strong (>5% ABV)",43,0.0,0.00,2.1,2.1,0.0,0.0,0.3,0.02
"Beetroot, cooked in unsalted water",59,0.3,0.05,11.0,10.4,0.6,2.6,1.6,0.13
"Beetroot, pickled, drained",33,0.2,0.00,5.4,5.4,0.0,2.6,1.2,0.30
"Beetroot, raw",42,0.1,0.00,7.2,6.7,0.5,2.6,1.7,0.17
"Bele, raw",68,0.7,0.03,0.0,0.0,0.0,0.0,15.3,0.23
"Betel leaves, fresh",65,0.1,0.04,8.6,8.6,0.0,2.0,6.4,0.02
Betel nuts,345,10.2,7.65,51.5,1.8,49.7,11.4,6.1,0.19
"Bhaji, aubergine and potato, homemade",139,8.8,0.61,12.4,3.2,8.6,1.4,1.8,0.02
"Bhaji, aubergine, pea, potato and cauliflower, homemade",78,2.5,0.24,9.7,4.2,5.5,2.5,2.9,0.03
"Bhaji, cabbage and pea, with butter ghee, homemade",185,14.2,8.31,8.5,7.0,1.5,4.8,3.4,0.63
"Bhaji, cabbage and pea, with rapeseed oil, homemade",188,14.5,1.01,8.5,7.0,1.5,4.8,3.4,0.03
"Bhaji, cabbage and potato, with butter, homemade",105,5.6,3.48,8.9,4.9,4.0,4.1,2.7,0.14
"Bhaji, cabbage and potato, with rapeseed oil, homemade",112,7.0,0.86,8.8,4.8,3.6,2.6,2.3,0.02
"Bhaji, cabbage and potato, with vegetable oil",115,6.8,0.48,8.9,4.9,4.0,4.1,2.6,0.02
"Bhaji, cabbage and spinach",204,17.1,1.80,7.4,3.9,3.0,3.0,3.7,1.20
"Bhaji, cabbage, homemade",85,4.5,0.32,6.1,5.8,0.4,4.4,2.8,0.02
"Bhaji, carrot, potato and pea, with butter, homemade",122,6.6,4.01,11.6,6.5,5.1,4.1,2.1,0.18
"Bhaji, carrot, potato and pea, with vegetable oil, homemade",134,7.9,0.59,11.6,6.5,5.1,4.1,2.1,0.04
"Bhaji, cauliflower and potato, homemade",117,6.8,0.52,9.5,2.9,5.5,2.3,3.3,0.04
"Bhaji, cauliflower and vegetable, homemade",N,9.1,5.28,5.3,3.8,0.4,N,3.1,0.22
"Bhaji, cauliflower, homemade",218,20.1,9.21,5.3,3.7,0.2,2.2,2.9,0.05
"Bhaji, cauliflower, potato and pea, with butter",150,11.3,7.10,7.6,2.4,5.0,1.9,3.5,1.00
"Bhaji, cauliflower, potato and pea, with vegetable oil",171,13.7,1.50,7.6,2.4,5.0,1.9,3.4,0.75
"Bhaji, green bean",101,7.6,0.70,4.8,4.0,0.8,2.1,2.2,1.15
"Bhaji, karela, with butter ghee, homemade",111,10.6,6.60,0.8,0.0,0.8,2.4,1.8,N
"Bhaji, karela, with vegetable oil, homemade",111,10.6,1.10,0.8,0.0,0.8,2.4,1.8,N
"Bhaji, mushroom, homemade",173,16.6,1.11,3.1,3.1,0.1,1.5,2.1,0.02
"Bhaji, mustard leaves and spinach, homemade",N,6.5,3.75,3.2,1.4,1.8,N,3.2,0.34
"Bhaji, mustard leaves, homemade",N,6.3,2.97,4.0,1.2,2.8,N,3.1,0.23
"Bhaji, okra, Bangladeshi, with butter ghee, homemade",99,6.2,3.50,7.0,5.4,0.4,3.3,2.3,0.02
"Bhaji, okra, Bangladeshi, with vegetable oil, homemade",101,6.4,0.55,7.0,5.4,0.4,3.3,2.3,0.02
"Bhaji, okra, Islami, homemade",216,17.1,1.36,8.3,6.8,0.5,5.9,4.3,0.19
"Bhaji, pea, homemade",373,34.6,21.58,8.6,3.1,3.9,3.8,5.0,0.77
"Bhaji, potato and fenugreek leaves, homemade",N,15.9,N,N,N,N,N,3.7,0.12
"Bhaji, potato and green pepper, homemade",136,9.0,0.63,11.5,2.6,8.9,1.6,1.6,0.01
"Bhaji, potato and onion, homemade",166,10.1,6.32,15.3,3.3,11.1,2.6,2.2,0.23
"Bhaji, potato, onion and mushroom, homemade",208,17.3,1.17,10.1,3.4,6.6,2.2,2.0,0.02
"Bhaji, potato, spinach and cauliflower, homemade",174,15.1,9.60,6.6,1.6,4.7,1.4,2.2,0.09
"Bhaji, potato, with butter ghee, homemade",162,9.8,5.70,15.1,1.5,13.4,2.1,2.2,0.01
"Bhaji, potato, with vegetable oil, homemade",163,10.0,0.69,15.1,1.5,13.4,2.1,2.2,0.01
"Bhaji, spinach and potato, homemade",196,14.1,0.98,12.4,1.6,10.8,2.4,3.6,0.26
"Bhaji, spinach, homemade",89,6.9,3.82,2.2,2.1,0.2,2.4,3.3,0.53
"Bhaji, turnip and onion, homemade",129,10.6,6.20,6.2,5.9,0.3,2.2,1.2,0.03
"Bhaji, turnip, homemade",183,16.4,9.59,6.2,5.5,0.5,2.6,1.3,0.04
"Bhaji, vegetable, Punjabi, with butter",117,7.2,4.30,7.9,5.4,1.4,3.2,3.6,1.13
"Bhaji, vegetable, Punjabi, with vegetable oil",129,8.6,1.00,7.9,5.4,1.4,3.2,3.5,0.98
"Bhaji, vegetable, with butter, homemade",190,15.3,9.49,9.9,4.7,4.6,2.4,1.9,0.36
"Bhaji, vegetable, with rapeseed oil, homemade",216,18.5,1.64,9.3,4.6,4.6,2.4,1.8,0.04
Bicarbonate of soda,0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,68.45
"Biryani, chicken, takeaway",164,7.4,2.01,15.2,0.9,10.7,1.2,8.5,0.66
"Biscuits, cheese flavoured",502,28.1,11.67,48.5,2.6,45.9,4.5,11.5,2.21
"Biscuits, cookies, chocolate chip, American style",446,21.3,9.58,56.8,38.6,18.2,2.5,5.7,1.06
"Biscuits, cookies, chocolate chip, standard",477,24.9,12.15,55.8,28.6,27.3,3.0,5.9,0.75
"Biscuits, digestive, half coated in chocolate",492,25.7,12.68,57.2,23.1,34.1,2.1,6.9,0.88
"Biscuits, digestive, plain",468,21.3,7.71,60.4,16.7,43.7,3.8,6.8,1.40
"Biscuits, digestive, with oats, plain",494,22.9,5.94,61.7,24.9,36.8,7.2,6.8,0.82
"Biscuits, fully coated with chocolate",511,27.2,15.06,58.7,37.3,21.4,1.7,7.0,0.57
"Biscuits, fully coated with chocolate, with cream",504,28.2,15.81,55.3,35.6,19.6,3.1,5.6,0.44
"Biscuits, fully coated with chocolate, with marshmallow",422,19.0,10.64,56.5,39.7,16.8,2.7,4.9,0.33
"Biscuits, ginger nuts",447,15.7,7.26,70.1,30.1,40.0,2.2,5.3,1.07
"Biscuits, gingernut, homemade",465,19.8,12.27,65.7,31.7,34.0,2.1,4.9,1.57
"Biscuits, iced",408,10.8,4.98,72.0,42.5,29.5,0.6,5.3,0.69
"Biscuits, jam filled",431,14.4,6.75,69.1,31.8,37.3,1.2,5.8,0.41
"Biscuits, melting moments, homemade",N,37.1,23.31,N,N,33.7,1.2,3.8,0.84
"Biscuits, oat based, chocolate, half coated",502,24.9,9.00,59.7,31.7,28.0,6.0,6.9,0.68
"Biscuits, plain, homemade",474,22.1,13.39,61.1,25.0,36.1,2.0,6.6,0.50
"Biscuits, plain, reduced fat",438,13.5,4.31,69.8,20.2,49.5,4.4,7.3,1.18
"Biscuits, sandwich, cream",483,23.3,13.31,61.3,28.6,32.7,3.1,5.5,0.47
"Biscuits, semi-sweet",447,15.1,5.08,69.5,19.4,50.1,2.7,7.1,0.90
"Biscuits, short or sweet, half coated in chocolate",509,24.2,12.50,65.5,33.8,31.7,1.4,6.6,0.62
"Biscuits, short, sweet",482,20.9,10.05,66.4,22.7,43.6,2.2,6.1,1.01
"Biscuits, wholemeal, homemade",382,7.5,3.89,60.7,3.9,56.8,9.2,13.4,0.17
"Black gram, chilki urad dahl, dried, split, boiled in unsalted water",99,0.4,0.10,12.1,0.3,11.8,7.5,8.0,0.03
"Black gram, chilki urad dahl, split, dried, raw",288,1.4,0.20,37.0,1.2,35.7,11.9,26.0,0.10
"Black gram, duhli urad dahl, split, dried, boiled in unsalted water",103,0.4,0.10,13.5,0.3,13.2,6.8,8.1,0.03
"Black gram, duhli urad dahl, split, dried, raw",299,1.4,0.20,38.3,1.2,37.1,11.9,27.2,0.10
"Black gram, urad gram, whole, dried, boiled in unsalted water",100,0.4,0.10,12.1,0.3,11.8,8.4,7.8,0.03
"Black gram, urad gram, whole, dried, raw",295,1.4,0.20,35.4,1.2,34.2,20.4,24.9,0.10
"Black pudding, dry-fried",299,21.5,8.50,15.1,0.2,14.9,2.0,10.3,2.35
"Black pudding, raw",279,20.6,7.70,13.3,0.0,13.3,2.0,9.1,2.08
"Blackberries, raw",51,0.2,0.00,5.6,5.6,0.0,3.4,1.1,0.00
"Blackberries, stewed with sugar",67,0.2,0.00,13.5,13.5,0.0,2.4,0.7,0.00
"Blackberries, stewed without sugar",31,0.2,0.00,4.3,4.3,0.0,2.6,0.8,0.00
"Blackberry and apple, stewed with sugar",71,0.2,0.03,15.3,15.3,0.0,1.8,0.4,0.01
"Blackberry and apple, stewed without sugar",35,0.2,0.03,6.3,6.3,0.0,1.9,0.5,0.01
"Blackcurrant juice drink/squash, diluted",28,0.0,0.00,7.0,7.0,0.0,0.0,0.0,0.01
"Blackcurrant juice drink/squash, undiluted",210,0.0,0.00,52.4,52.4,0.0,0.0,0.1,0.04
"Blackcurrants, raw",48,0.0,0.00,6.7,6.7,0.0,3.6,0.9,0.01
"Blackcurrants, stewed with sugar",75,0.0,0.00,14.6,14.6,0.0,2.8,0.8,0.01
"Blackcurrants, stewed without sugar",41,0.0,0.00,5.6,5.6,0.0,3.1,0.8,0.01
"Blancmange, homemade",95,1.6,1.02,17.0,11.1,5.8,0.0,3.3,0.10
"Bloater, flesh only, grilled",251,17.4,4.40,0.0,0.0,0.0,0.0,23.5,1.75
"Bloater, flesh only, grilled, weighed with bones and skin",163,11.3,2.90,0.0,0.0,0.0,0.0,15.3,1.13
Blueberries,47,0.2,0.02,9.1,9.1,0.0,1.5,0.9,0.01
"Boal, raw",86,2.7,0.48,0.0,0.0,0.0,0.0,15.4,0.21
"Bolognese sauce (with meat), homemade",164,11.6,4.20,2.8,2.6,0.1,0.7,11.8,0.45
"Bolognese sauce (with meat), made with extra lean minced beef, homemade",108,4.9,1.49,2.8,2.6,0.1,0.6,13.0,0.47
Bombay duck,283,4.0,1.55,0.0,0.0,0.0,0.0,61.7,17.57
Bombay mix,517,32.9,3.95,32.1,2.3,29.8,8.8,18.8,1.60
"Bouillabaisse, homemade",147,10.5,1.34,1.6,1.5,0.1,0.4,11.3,0.14
Bounty bar and own brand equivalents,489,26.3,20.50,57.8,48.2,9.6,3.2,3.7,0.45
"Brain, lamb, boiled",126,8.8,2.00,0.0,0.0,0.0,0.0,11.6,0.53
"Bran, wheat",266,5.5,0.89,18.8,2.2,16.6,41.3,14.7,0.01
"Brandy snaps, homemade",495,22.5,14.16,68.2,48.2,20.0,1.2,3.0,0.68
Brawn,153,11.5,3.86,0.0,0.0,0.0,0.0,12.4,1.88
"Brazil nuts, kernel only",704,68.2,17.41,2.9,2.3,0.6,6.4,16.3,0.01
"Brazil nuts, kernel only, weighed with shells",324,31.4,8.01,1.3,1.0,0.3,2.9,7.5,0.00
"Bread pudding, homemade",280,7.7,N,45.9,32.5,13.4,1.2,6.2,0.60
"Bread rolls, brown, crusty",269,2.8,0.60,47.2,3.1,44.1,4.7,11.3,0.95
"Bread rolls, brown, soft",244,3.2,1.10,41.0,2.8,38.2,4.3,10.6,0.95
"Bread rolls, malted wheat",245,4.2,1.08,38.9,2.8,36.1,4.4,10.6,0.93
"Bread rolls, white, crusty",266,2.2,0.51,50.0,2.7,47.4,2.9,10.0,1.00
"Bread rolls, white, soft",256,2.6,0.62,46.9,2.5,44.4,2.6,10.0,1.00
"Bread rolls, wholemeal",254,3.3,0.80,42.2,2.6,39.5,5.5,11.3,0.95
"Bread sauce, made with semi-skimmed milk, HOMEMADE",N,2.5,1.43,14.4,5.1,8.9,N,4.1,0.23
"Bread sauce, made with skimmed milk, homemade",86,1.4,0.41,13.7,4.6,9.1,0.5,4.3,0.36
"Bread sauce, made with whole milk, homemade",105,3.7,1.90,13.4,4.3,9.1,0.5,4.2,0.35
"Bread, brown, average",216,2.0,0.43,38.3,3.2,35.2,5.0,8.8,1.00
"Bread, brown, toasted",277,2.6,0.55,49.1,4.0,45.1,6.4,11.2,1.28
"Bread, ciabatta",276,3.9,0.57,47.4,3.0,44.5,3.3,11.3,0.88
"Bread, garlic and herb, retail",351,16.7,8.63,41.0,2.7,38.4,2.7,7.7,1.19
"Bread, malt, fruited",305,2.3,0.52,60.6,22.2,38.5,3.5,8.8,0.62
"Bread, malted wheat",245,2.3,0.58,43.2,2.8,40.5,5.3,10.3,1.00
"Bread, naan, peshwari naan, takeaway and retail",258,7.9,3.13,36.3,1.5,34.7,5.6,7.6,0.98
"Bread, naan, retail",290,7.3,0.97,45.8,3.1,42.7,2.9,8.8,0.90
"Bread, pitta, white",258,1.3,0.20,50.4,2.9,47.5,2.3,10.0,1.00
"Bread, seeded",282,7.4,1.00,40.0,3.6,36.4,6.2,10.9,0.90
"Bread, soda, made with white flour, homemade",261,1.6,0.73,52.2,2.2,50.0,2.7,8.2,0.38
"Bread, wheatgerm",231,3.1,0.72,36.1,3.6,32.5,5.7,11.9,0.98
"Bread, white, average",241,2.1,0.49,44.5,2.9,41.6,2.9,9.6,1.00
"Bread, white, crusty bloomer, unsliced, fresh, large",251,1.6,0.39,47.7,2.7,45.0,2.8,10.1,1.00
"Bread, white, Danish style",233,2.7,0.50,40.7,2.9,37.8,3.1,10.0,1.00
"Bread, white, farmhouse or split tin",246,2.0,0.49,45.5,2.8,42.7,2.9,10.0,1.00
"Bread, white, French stick",269,1.9,0.34,51.2,2.8,48.5,3.3,10.0,1.00
"Bread, white, premium",236,2.3,0.49,42.9,2.6,40.4,2.8,9.4,1.00
"Bread, white, sliced",223,1.6,0.29,42.1,3.2,38.8,2.5,8.8,1.00
"Bread, white, sliced, fried in rapeseed oil",501,32.2,2.30,42.6,3.2,39.4,2.5,8.9,1.02
"Bread, white, toasted",272,2.0,0.35,51.3,3.9,47.4,3.0,10.7,1.23
"Bread, white, 'with added fibre'",231,2.2,0.42,41.1,3.3,37.8,4.8,9.4,0.93
"Bread, white, 'with added fibre', toasted",279,2.6,0.50,48.9,3.9,45.0,5.7,12.1,1.10
"Bread, wholemeal, average",231,2.5,0.46,38.4,2.7,35.7,7.0,10.3,1.00
"Bread, wholemeal, toasted",270,2.9,0.54,44.9,3.1,41.8,8.2,12.1,1.18
"Breadfruit, boiled in unsalted water",127,0.4,0.05,26.5,1.5,25.0,5.4,1.6,0.00
"Breadfruit, raw",105,0.3,0.05,21.1,1.2,19.9,4.9,2.1,0.00
"Breadnut seeds, dried",N,1.7,0.50,N,N,N,14.9,10.2,0.13
"Breadsticks, plain",393,8.1,6.01,66.4,3.1,63.3,3.7,11.9,2.04
"Breakfast cereal, bran flakes, fortified",359,2.2,0.31,67.8,20.2,47.5,13.4,10.3,0.90
"Breakfast cereal, bran type cereal, fortified",314,3.4,0.53,46.1,19.1,27.0,24.6,12.3,0.90
"Breakfast cereal, cornflakes, crunchy / honey nut coated, fortified",389,4.2,0.73,80.6,35.8,44.7,3.8,5.3,0.88
"Breakfast cereal, cornflakes, fortified",373,0.8,0.14,83.1,7.1,76.0,2.6,7.1,1.13
"Breakfast cereal, cornflakes, frosted, fortified",351,0.5,0.09,80.8,36.6,44.3,2.0,4.7,0.75
"Breakfast cereal, cornflakes, unfortified",374,0.8,0.14,83.3,2.9,80.4,2.6,7.1,1.03
"Breakfast cereal, crunchy clusters type, without nuts, unfortified",414,11.6,4.15,66.0,24.4,41.5,7.2,7.7,0.10
"Breakfast cereal, crunchy/crispy muesli type cereal, with nuts, unfortified",466,20.5,4.61,57.4,22.2,35.2,7.9,9.1,0.35
"Breakfast cereal, fruit and fibre type, fortified",367,5.8,2.65,65.9,25.8,40.1,8.6,8.6,0.88
"Breakfast cereal, honey loops and hoops, including Honey and Nut Cheerios, fortified",358,3.1,0.67,73.2,33.2,40.0,4.3,7.1,0.70
"Breakfast cereal, instant hot oat, plain, raw, fortified",365,7.3,1.20,58.7,0.5,58.3,8.5,11.8,0.01
"Breakfast cereal, malted flake, fortified",375,1.4,0.27,76.6,16.4,60.2,3.0,12.4,0.95
"Breakfast cereal, malted wheat, fortified",354,2.3,0.32,69.7,19.4,50.4,8.6,9.3,0.63
"Breakfast cereal, multigrain hoops, fortified",374,3.8,0.70,74.3,21.3,53.0,5.7,7.9,0.83
"Breakfast cereal, Oat, instant, flavoured, unfortified, made up with semi-skimmed milk",99,2.4,1.10,14.5,7.4,7.1,1.0,4.3,0.18
"Breakfast cereal, oat, instant, plain, fortified, cooked, made up with semi-skimmed milk",98,2.5,1.08,13.1,4.0,9.1,2.0,4.8,0.10
"Breakfast cereal, puffed wheat, honey coated, fortified",365,1.2,0.16,82.1,35.0,47.1,3.1,5.0,0.05
"Breakfast cereal, puffed wheat, unfortified",352,2.0,0.34,65.5,0.2,65.3,7.8,14.1,0.01
"Breakfast cereal, rice, chocolate flavoured, fortified",377,2.3,1.20,83.2,36.0,47.2,2.0,4.8,0.80
"Breakfast cereal, rice, toasted/crisp, fortified",369,1.0,0.22,83.5,11.8,71.6,0.7,6.1,0.93
"Breakfast cereal, Ricicles, Kellogg's",374,0.4,0.09,88.4,37.3,49.3,0.3,4.0,1.15
"Breakfast cereal, shredded wheat type with fruit, unfortified",343,1.7,0.25,68.6,18.3,50.3,8.8,8.9,0.05
"Breakfast cereal, shredded wheat type, unfortified",353,2.5,0.34,64.8,0.6,64.2,12.2,11.7,0.01
"Breakfast cereal, Shredded Wheat, honey nut, Nestle",378,5.4,1.83,67.2,18.7,48.5,9.2,10.6,0.02
"Breakfast cereal, wheat and multigrain, chocolate flavoured, fortified",385,4.1,1.37,77.0,29.1,47.9,6.3,7.0,0.45
"Breakfast cereal, wheat biscuits, Weetabix type, fortified",347,1.9,0.26,66.3,3.8,62.5,9.7,11.3,0.65
"Breakfast cereal, wheat biscuits, Weetabix type, unfortified",347,1.9,0.26,66.3,3.8,62.5,9.7,11.3,0.70
"Bream, Sea, raw",96,2.9,0.87,0.0,0.0,0.0,0.0,17.5,0.28
"Broccoli in cheese sauce, made with semi-skimmed milk, homemade",123,7.5,4.52,5.1,2.8,2.3,2.7,7.5,0.33
"Broccoli in cheese sauce, made with skimmed milk, homemade",116,6.9,4.18,5.1,2.8,2.3,2.5,7.3,0.33
"Broccoli in cheese sauce, made with whole milk, homemade",128,8.2,5.00,5.0,2.7,2.3,2.5,7.2,0.32
"Broccoli, green, boiled in salted water",35,0.5,0.12,2.7,1.6,0.6,2.8,3.3,0.38
"Broccoli, green, boiled in unsalted water",35,0.5,0.12,2.7,1.6,0.6,2.8,3.3,0.02
"Broccoli, green, raw",44,0.6,0.15,3.1,1.9,0.5,4.0,4.3,0.02
"Broccoli, green, steamed",43,0.5,0.12,3.4,2.0,0.7,3.8,4.1,0.02
"Broccoli, purple sprouting, boiled in unsalted water",24,0.6,0.10,1.0,0.9,0.1,3.1,2.1,0.02
"Broccoli, purple sprouting, raw",46,1.1,0.20,2.3,2.1,0.2,5.5,3.9,0.03
Brown fruity sauce,94,0.1,0.00,21.8,19.4,2.4,0.7,1.2,1.28
"Brown sauce, reduced salt/sugar",82,0.1,0.00,19.2,14.0,5.3,0.7,0.7,0.98
"Brownies, chocolate, homemade",513,30.8,16.43,51.4,43.9,7.5,1.7,6.7,0.47
"Brussels sprouts, boiled in unsalted water",39,0.4,0.09,4.0,3.6,0.3,3.2,3.1,0.01
"Brussels sprouts, raw",51,1.4,0.30,4.0,3.1,0.7,4.1,3.5,0.02
"Bubble and squeak, fried in rapeseed oil, homemade",129,9.0,0.62,9.3,1.6,7.7,1.9,1.7,0.01
"Bubble and squeak, fried in sunflower oil, homemade",130,9.1,1.11,9.4,1.6,7.8,1.9,1.7,0.01
"Buckwheat, groats",358,1.5,0.33,76.8,0.0,76.8,2.3,8.1,0.00
"Build up, powder, shake, assorted flavours",345,0.7,0.40,60.0,59.0,0.0,8.2,20.5,0.63
"Build-up powder, soup, assorted flavours",416,14.9,4.60,53.0,13.6,24.0,6.5,14.4,2.45
"Burger, beef, 62-85% beef, raw",220,15.2,5.72,4.6,2.6,2.0,0.7,15.9,0.83
"Burger, beef, 62-85%, beef, grilled",230,13.8,5.22,7.8,2.0,5.8,0.6,18.3,1.10
"Burger, beef, 98-99% beef, fried in vegetable oil",331,23.9,10.70,0.1,0.1,0.0,0.7,28.5,1.18
"Burger, beef, 98-99% beef, grilled",327,24.4,10.90,0.1,0.1,0.0,0.7,26.5,1.00
"Burger, beef, 98-99% beef, raw",292,24.7,10.71,0.1,0.1,0.0,0.5,17.1,0.73
"Burger, beef, fried in rapeseed oil, homemade",296,21.9,8.32,0.8,0.8,0.0,0.3,23.9,0.27
"Burger, beef, grilled, homemade",287,20.3,8.54,0.9,0.9,0.0,0.3,25.0,0.29
"Burger, beef, with bun, fried in rapeseed oil, homemade",289,18.6,6.93,9.2,1.0,8.2,0.2,21.2,0.49
"Burger, beef, with bun, grilled, homemade",283,17.4,7.11,9.2,1.0,8.2,0.4,22.1,0.50
"Burger, Big Mac, takeaway",233,11.2,4.70,19.2,3.7,15.5,1.9,13.1,0.98
"Burger, cheeseburger, takeaway",255,10.4,4.90,25.9,5.4,20.5,1.4,13.6,1.40
"Burger, chicken, takeaway",N,10.8,N,N,N,N,1.3,12.5,1.40
"Burger, chicken/turkey, coated, retail, grilled",266,15.5,2.63,17.0,0.9,16.1,0.8,14.2,0.96
"Burger, hamburger, takeaway",247,8.3,3.50,28.7,6.3,22.4,1.8,13.5,1.20
"Burger, Quarter Pounder with cheese, takeaway",265,13.2,6.80,19.4,5.2,14.2,1.6,16.3,1.16
"Burger, Whopper, takeaway",223,12.1,3.30,17.6,4.0,13.6,1.2,10.4,0.89
"Butter, salted",745,82.2,52.09,0.6,0.6,0.0,0.0,0.6,1.83
"Butter, spreadable (75-80% fat)",715,79.1,34.15,0.5,0.5,0.0,0.0,0.4,1.21
"Butter, spreadable, light (60% fat)",547,60.2,25.70,0.8,0.8,0.0,0.0,0.5,1.17
"Butter, unsalted",745,82.2,52.09,0.6,0.6,0.0,0.0,0.6,0.02
"Butteroil, unsalted",896,99.3,65.60,0.0,0.0,0.0,0.0,0.6,0.04
"Cabbage leaves, stuffed with lamb and rice, homemade",99,4.2,1.80,7.4,1.6,5.8,1.5,7.2,0.38
"Cabbage, average, boiled in unsalted water",22,0.2,0.02,2.7,2.7,0.0,2.2,1.2,0.01
"Cabbage, average, raw",34,0.2,0.02,4.4,4.4,0.0,3.5,1.8,0.02
"Cabbage, Chinese, raw",14,0.2,0.00,1.4,1.4,0.0,1.3,1.0,0.02
"Cabbage, green, boiled in unsalted water",22,0.2,0.04,2.3,2.3,0.0,2.2,1.5,0.01
"Cabbage, green, raw",36,0.2,0.04,4.1,4.1,0.0,4.1,2.4,0.02
"Cabbage, red, boiled in unsalted water",20,0.3,0.00,2.3,2.0,0.1,2.3,0.8,0.02
"Cabbage, red, cooked with apple",57,2.6,0.77,7.5,7.4,0.1,0.1,0.9,0.08
"Cabbage, red, raw",27,0.3,0.00,3.4,3.3,0.1,2.9,1.1,0.02
"Cabbage, white, boiled in unsalted water",21,0.1,0.00,3.2,3.2,0.0,2.1,0.8,0.01
"Cabbage, white, raw",31,0.1,0.00,4.8,4.8,0.0,3.0,1.2,0.02
"Cake bars, chocolate",438,21.6,9.90,54.3,39.8,13.6,1.9,5.5,0.59
Cake rusks,453,23.1,8.08,51.7,23.4,28.3,1.6,8.7,0.90
"Cake, battenberg, retail",360,9.9,3.08,62.6,54.4,8.3,1.5,4.4,0.34
"Cake, carrot, iced, retail",380,20.2,5.14,44.1,32.9,11.2,1.9,4.6,0.55
"Cake, carrot, with topping, homemade",351,21.1,5.19,35.3,22.7,12.6,1.5,4.2,0.54
"Cake, cherry, homemade",389,14.4,4.67,59.1,38.4,20.7,1.2,5.3,0.57
"Cake, chocolate fudge",364,14.3,4.57,52.6,41.5,10.3,1.9,5.2,0.66
"Cake, chocolate, not filled, homemade",443,24.1,8.28,47.8,27.0,20.7,1.8,7.9,0.88
"Cake, chocolate, with butter icing, homemade",457,25.2,10.43,50.4,33.8,16.5,1.4,6.3,0.84
"Cake, chocolate, with filling and icing, retail",422,23.7,9.46,45.8,34.9,10.9,2.9,4.9,0.65
"Cake, coconut, homemade",427,22.1,10.44,48.7,20.3,28.5,2.6,7.1,0.97
"Cake, fruit, retail",347,12.1,4.64,53.0,38.8,14.2,3.0,5.0,0.48
"Cake, fruit, rich, homemade",360,11.1,6.48,59.5,48.8,10.7,1.5,4.1,0.33
"Cake, fruit, rich, iced, homemade",365,9.6,4.53,64.7,57.3,7.4,1.3,3.9,0.25
"Cake, fruit, wholemeal, homemade",353,14.1,4.59,49.1,28.0,21.1,2.4,6.1,0.60
"Cake, lardy, homemade",370,15.7,6.44,48.9,9.0,39.8,2.3,7.3,0.05
"Cake, loaf, retail",330,11.0,3.16,53.4,32.7,20.6,1.4,3.6,0.92
"Cake, sponge, fatless, homemade",295,5.6,1.59,50.3,29.1,21.2,1.2,10.3,0.23
"Cake, sponge, homemade",464,26.4,15.69,49.6,28.9,20.7,1.1,6.6,1.08
"Cake, sponge, soft iced, retail",373,15.8,6.21,51.7,37.1,14.5,1.3,5.3,0.63
"Cake, sponge, with butter icing, homemade",479,27.3,16.57,52.8,38.1,14.7,0.8,4.7,0.96
"Cake, sponge, with dairy cream and jam, frozen",285,10.9,N,41.2,23.3,16.9,2.7,4.3,0.55
"Cake, sponge, with jam and butter cream, retail",359,14.8,6.96,51.9,36.0,15.9,1.2,4.0,0.55
"Cake, Swiss roll, homemade",292,4.2,1.18,55.4,40.7,14.7,0.8,7.6,0.19
"Cake, Swiss rolls, chocolate covered and filled, retail",424,22.7,11.68,48.4,39.5,8.9,3.1,4.9,0.65
Cakes from 'healthy eating' ranges,265,2.5,1.22,55.7,45.4,10.4,2.6,3.6,0.18
"Cakes, crispie, homemade",464,18.0,10.64,69.0,41.1,27.9,2.1,5.6,0.42
"Cakes, fancy iced, individual, retail",385,16.8,5.86,54.3,42.1,12.3,1.1,3.6,0.69
"Calamari, coated in batter, baked",289,17.5,2.07,23.5,0.0,23.5,1.9,8.5,2.96
"Callaloo and cho cho, homemade",80,6.6,2.84,2.6,2.3,0.1,1.6,1.9,0.30
"Callaloo and okra, homemade",77,6.4,2.75,2.2,1.9,0.2,1.6,1.8,0.25
